instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"ZHOU, BOHAN",4.0,2.9,47,76%,https://www.ratemyprofessors.com/professor/2984865,Mathematics,"EXTRA CREDIT, AMAZING LECTURES, CARING, INSPIRATIONAL, TOUGH GRADER, AMAZING LECTURES, CARING, RESPECTED, EXTRA CREDIT, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, EXTRA CREDIT, GIVES GOOD FEEDBACK"
"THOMAS, CHRISTIAN",4.9,2.8,31,100%,https://www.ratemyprofessors.com/professor/2279968,Writing,"GIVES GOOD FEEDBACK, CARING, INSPIRATIONAL, LOTS OF HOMEWORK, RESPECTED, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, ONLINE SAVVY, CLEAR GRADING CRITERIA, CARING, GRADED BY FEW THINGS, INSPIRATIONAL, CARING, RESPECTED, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING"
"KYRATZIS, AMY",3.1,1.9,9,50%,https://www.ratemyprofessors.com/professor/1381383,Education,"GET READY TO READ, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, LECTURE HEAVY, GRADED BY FEW THINGS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, GET READY TO READ, LECTURE HEAVY"
"BLACKWELL, KATIE",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/2858378,Education,"EXTRA CREDIT, GROUP PROJECTS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, EXTRA CREDIT, GIVES GOOD FEEDBACK, CARING"
"HUANG, YUNTE",3.1,2.1,73,40%,https://www.ratemyprofessors.com/professor/374673,English,"GET READY TO READ, HILARIOUS, GRADED BY FEW THINGS, LECTURE HEAVY, PARTICIPATION MATTERS, GET READY TO READ, PARTICIPATION MATTERS, GET READY TO READ, HILARIOUS, LECTURE HEAVY, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, BEWARE OF POP QUIZZES, GRADED BY FEW THINGS"
"GHOSH, BISHNUPRIYA",3.6,2.2,52,61%,https://www.ratemyprofessors.com/professor/1405334,English,"GET READY TO READ, GRADED BY FEW THINGS, LECTURE HEAVY, CARING, EXTRA CREDIT, LECTURE HEAVY, TOUGH GRADER, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, GET READY TO READ, LOTS OF HOMEWORK, GRADED BY FEW THINGS, GET READY TO READ, EXTRA CREDIT, CARING"
"CHATTOPADHYAY, SWATI",3.0,3.3,50,43%,https://www.ratemyprofessors.com/professor/395890,Art History,"TOUGH GRADER, GET READY TO READ, GROUP PROJECTS, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LECTURE HEAVY, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, TOUGH GRADER, GROUP PROJECTS, GRADED BY FEW THINGS"
"CAMPO, JUAN",3.3,3.0,49,50%,https://www.ratemyprofessors.com/professor/275932,Religion,"GET READY TO READ, CLEAR GRADING CRITERIA, TOUGH GRADER, LECTURE HEAVY, AMAZING LECTURES, LECTURE HEAVY, GET READY TO READ, LOTS OF HOMEWORK, SO MANY PAPERS, GET READY TO READ, CLEAR GRADING CRITERIA"
"LIEN, PEI-TE",2.2,3.4,45,29%,https://www.ratemyprofessors.com/professor/1413797,Political Science,"LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, GET READY TO READ, CLEAR GRADING CRITERIA, TOUGH GRADER, LECTURE HEAVY, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, GRADED BY FEW THINGS, GET READY TO READ, LECTURE HEAVY, TEST HEAVY"
"BORROMEO, CARLA",4.5,2.0,40,70%,https://www.ratemyprofessors.com/professor/406574,Languages,"GROUP PROJECTS, PARTICIPATION MATTERS, CARING, TOUGH GRADER, LOTS OF HOMEWORK, PARTICIPATION MATTERS, GROUP PROJECTS, CARING, GROUP PROJECTS, AMAZING LECTURES, LOTS OF HOMEWORK, TOUGH GRADER, PARTICIPATION MATTERS, GROUP PROJECTS, TOUGH GRADER, GROUP PROJECTS, LOTS OF HOMEWORK, TOUGH GRADER, PARTICIPATION MATTERS"
"TUROWETZ, JASON",4.5,2.1,34,94%,https://www.ratemyprofessors.com/professor/2841341,Sociology,"CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, AMAZING LECTURES, CLEAR GRADING CRITERIA, TEST HEAVY, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, SO MANY PAPERS"
"CHO, ALEXANDER",4.8,1.6,16,93%,https://www.ratemyprofessors.com/professor/2681029,Asian American Studies,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GET READY TO READ, CARING, ACCESSIBLE OUTSIDE CLASS, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, AMAZING LECTURES, AMAZING LECTURES, HILARIOUS, CARING, CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING"
"ROOSE, HOLLY",5.0,1.0,12,100%,https://www.ratemyprofessors.com/professor/2557806,Education,"CARING, AMAZING LECTURES, INSPIRATIONAL, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CARING, LECTURE HEAVY, AMAZING LECTURES, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, INSPIRATIONAL, CARING, INSPIRATIONAL, HILARIOUS, CARING"
"LEE, RICKY",5.0,1.7,3,100%,https://www.ratemyprofessors.com/professor/3030668,Mathematics,"CLEAR GRADING CRITERIA, AMAZING LECTURES, HILARIOUS, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, HILARIOUS, CLEAR GRADING CRITERIA, HILARIOUS, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA"
"STIER, ADRIAN",4.5,2.0,2,100%,https://www.ratemyprofessors.com/professor/2610284,Biology,"AMAZING LECTURES, HILARIOUS, GRADED BY FEW THINGS, AMAZING LECTURES, HILARIOUS, GRADED BY FEW THINGS"
"YAQUB, SALIM",4.5,2.7,67,92%,https://www.ratemyprofessors.com/professor/940647,History,"AMAZING LECTURES, GET READY TO READ, RESPECTED, HILARIOUS, CARING, GET READY TO READ, LECTURE HEAVY, GET READY TO READ, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, AMAZING LECTURES, LECTURE HEAVY, GET READY TO READ, HILARIOUS, CARING"
"RICCI, FABIO",4.4,2.9,34,85%,https://www.ratemyprofessors.com/professor/2714660,Mathematics,"EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, LOTS OF HOMEWORK, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, HILARIOUS, CARING, EXTRA CREDIT, LOTS OF HOMEWORK, HILARIOUS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, CARING, RESPECTED, ACCESSIBLE OUTSIDE CLASS, EXTRA CREDIT, AMAZING LECTURES, INSPIRATIONAL"
"RATNER, KYLE",4.4,2.3,29,92%,https://www.ratemyprofessors.com/professor/2023412,Psychology,"CARING, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, GET READY TO READ, GET READY TO READ, GIVES GOOD FEEDBACK, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, GET READY TO READ, CARING, GRADED BY FEW THINGS, CARING, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, TEST HEAVY, GRADED BY FEW THINGS"
"VAN DER VEEN, JATILA",1.7,3.4,30,8%,https://www.ratemyprofessors.com/professor/2055489,Physics,"LOTS OF HOMEWORK, GET READY TO READ, TOUGH GRADER, PARTICIPATION MATTERS, EXTRA CREDIT, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, TOUGH GRADER, GET READY TO READ, LOTS OF HOMEWORK, LECTURE HEAVY, SO MANY PAPERS, TOUGH GRADER, LOTS OF HOMEWORK, GET READY TO READ, GRADED BY FEW THINGS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, CARING"
"CRICKETTE, MARIA",4.7,2.3,30,95%,https://www.ratemyprofessors.com/professor/1506537,French & Italian,"CARING, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, CARING, PARTICIPATION MATTERS, EXTRA CREDIT, CARING, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING"
"ZETZER, H A",4.4,1.6,5,80%,https://www.ratemyprofessors.com/professor/2760151,Sociology,"CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, AMAZING LECTURES, LECTURE HEAVY, GET READY TO READ, AMAZING LECTURES, CLEAR GRADING CRITERIA, LECTURE HEAVY, PARTICIPATION MATTERS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GET READY TO READ, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL"
"VIERNES, GUILLEM",2.7,2.7,3,66%,https://www.ratemyprofessors.com/professor/2774438,Linguistics,"GET READY TO READ, EXTRA CREDIT, CLEAR GRADING CRITERIA, SO MANY PAPERS, CARING, GET READY TO READ, EXTRA CREDIT, CARING, GET READY TO READ, EXTRA CREDIT, GET READY TO READ, SO MANY PAPERS"
"ROCHAT, MATT",5.0,3.5,2,100%,https://www.ratemyprofessors.com/professor/2785173,Political Science,"GET READY TO READ, EXTRA CREDIT, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL, EXTRA CREDIT, CLEAR GRADING CRITERIA, GET READY TO READ, AMAZING LECTURES, INSPIRATIONAL"
"KRUT, ROBERT",4.8,2.1,77,90%,https://www.ratemyprofessors.com/professor/284304,Writing,"GIVES GOOD FEEDBACK, CARING, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, HILARIOUS, GET READY TO READ, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, GIVES GOOD FEEDBACK, HILARIOUS, CARING, PARTICIPATION MATTERS, AMAZING LECTURES, GIVES GOOD FEEDBACK, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING"
"ABUZAID, ALI",4.1,3.0,30,76%,https://www.ratemyprofessors.com/professor/3038139,Statistics,"GROUP PROJECTS, CARING, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, AMAZING LECTURES, GIVES GOOD FEEDBACK, CARING, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED"
"DUQUE, JASON",3.3,2.7,25,52%,https://www.ratemyprofessors.com/professor/2634534,Education,"AMAZING LECTURES, LOTS OF HOMEWORK, GET READY TO READ, PARTICIPATION MATTERS, INSPIRATIONAL, GET READY TO READ, AMAZING LECTURES, LOTS OF HOMEWORK, LOTS OF HOMEWORK, PARTICIPATION MATTERS, AMAZING LECTURES, INSPIRATIONAL, PARTICIPATION MATTERS, AMAZING LECTURES, INSPIRATIONAL, GET READY TO READ, INSPIRATIONAL, LECTURE HEAVY"
"ANDERSON, OLIVIA",2.5,3.3,15,26%,https://www.ratemyprofessors.com/professor/2984867,Environmental Science & Mgmt.,"LECTURE HEAVY, CLEAR GRADING CRITERIA, CARING, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, TEST HEAVY, CLEAR GRADING CRITERIA, LECTURE HEAVY, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, LECTURE HEAVY"
"COGGINS, BRIDGET ",2.4,3.8,95,31%,https://www.ratemyprofessors.com/professor/2023576,Political Science,"TOUGH GRADER, GET READY TO READ, LECTURE HEAVY, BEWARE OF POP QUIZZES, GRADED BY FEW THINGS, TOUGH GRADER, GET READY TO READ, RESPECTED, TOUGH GRADER, RESPECTED, GRADED BY FEW THINGS"
"ZHENG, XIAOWEI",4.5,3.3,46,89%,https://www.ratemyprofessors.com/professor/1453954,History,"GET READY TO READ, INSPIRATIONAL, RESPECTED, GIVES GOOD FEEDBACK, AMAZING LECTURES, GET READY TO READ, AMAZING LECTURES, INSPIRATIONAL, TOUGH GRADER, GET READY TO READ, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS"
"BENNAHUM, NINOTCHKA",2.2,3.0,51,22%,https://www.ratemyprofessors.com/professor/1452519,Theater,"GET READY TO READ, LECTURE HEAVY, LOTS OF HOMEWORK, PARTICIPATION MATTERS, EXTRA CREDIT, GET READY TO READ, SO MANY PAPERS, LECTURE HEAVY, LECTURE HEAVY, EXTRA CREDIT, LECTURE HEAVY"
"KANG, SUKHUN",4.9,2.8,10,100%,https://www.ratemyprofessors.com/professor/2974949,Management,"PARTICIPATION MATTERS, GROUP PROJECTS, LECTURE HEAVY, GET READY TO READ, CARING, GET READY TO READ, PARTICIPATION MATTERS, GROUP PROJECTS, PARTICIPATION MATTERS, GROUP PROJECTS, HILARIOUS, PARTICIPATION MATTERS, LECTURE HEAVY, PARTICIPATION MATTERS, GROUP PROJECTS, GET READY TO READ, PARTICIPATION MATTERS, GROUP PROJECTS"
"WERLIN, REBECCA",4.8,1.7,3,100%,https://www.ratemyprofessors.com/professor/1596174,Biology,"EXTRA CREDIT, AMAZING LECTURES, CARING, EXTRA CREDIT, AMAZING LECTURES, CARING"
"IHM, ELLIOTT",4.4,3.0,71,85%,https://www.ratemyprofessors.com/professor/2364718,Psychology,"AMAZING LECTURES, HILARIOUS, EXTRA CREDIT, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, EXTRA CREDIT, AMAZING LECTURES, CLEAR GRADING CRITERIA, TOUGH GRADER, EXTRA CREDIT, LOTS OF HOMEWORK, EXTRA CREDIT, AMAZING LECTURES, HILARIOUS, GET READY TO READ, EXTRA CREDIT, CLEAR GRADING CRITERIA, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK"
"SCOTT, VICKIE",3.5,2.7,9,57%,https://www.ratemyprofessors.com/professor/1556611,Theater,"GRADED BY FEW THINGS, LECTURE HEAVY, CARING, RESPECTED, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, LOTS OF HOMEWORK, LECTURE HEAVY, GRADED BY FEW THINGS, PARTICIPATION MATTERS, CARING, RESPECTED, GET READY TO READ, GROUP PROJECTS"
"NEDERVEEN-PIETERSE, JAN",2.1,3.5,30,17%,https://www.ratemyprofessors.com/professor/1585396,Global Studies,"GET READY TO READ, GRADED BY FEW THINGS, TOUGH GRADER, RESPECTED, LECTURE HEAVY, AMAZING LECTURES, CARING, RESPECTED, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS"
"TSYMBAL, TARAS",4.0,1.5,13,92%,https://www.ratemyprofessors.com/professor/3105227,Global & International Studies,"CARING, GET READY TO READ, PARTICIPATION MATTERS, EXTRA CREDIT, CLEAR GRADING CRITERIA, GET READY TO READ, CARING, GET READY TO READ, AMAZING LECTURES, GET READY TO READ, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS"
"FANG, CHENGYU",2.2,2.8,5,25%,https://www.ratemyprofessors.com/professor/2812924,Communication,"GROUP PROJECTS, TOUGH GRADER, LECTURE HEAVY, PARTICIPATION MATTERS, AMAZING LECTURES, GROUP PROJECTS, AMAZING LECTURES, TOUGH GRADER, GROUP PROJECTS, LECTURE HEAVY, PARTICIPATION MATTERS, GROUP PROJECTS, GRADED BY FEW THINGS, TOUGH GRADER, LECTURE HEAVY, TEST HEAVY"
"HARRIS-MOORE, DEBORAH",4.9,2.2,21,100%,https://www.ratemyprofessors.com/professor/1698558,Writing,"GIVES GOOD FEEDBACK, GET READY TO READ, CLEAR GRADING CRITERIA, CARING, WOULD TAKE AGAIN, GET READY TO READ, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, GET READY TO READ, GIVES GOOD FEEDBACK, ONLINE SAVVY, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING"
"REDER, EVELYN",5.0,1.9,20,100%,https://www.ratemyprofessors.com/professor/2022895,Germanic  Russian Studies,"CARING, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, AMAZING LECTURES, RESPECTED, AMAZING LECTURES, HILARIOUS, CARING, EXTRA CREDIT, GIVES GOOD FEEDBACK, CARING, AMAZING LECTURES, CARING, AMAZING LECTURES, CARING, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING"
"PORTER, SUSANNAH",4.4,2.5,52,88%,https://www.ratemyprofessors.com/professor/826353,Geology,"PARTICIPATION MATTERS, RESPECTED, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, INSPIRATIONAL, HILARIOUS, RESPECTED, AMAZING LECTURES, LOTS OF HOMEWORK, LECTURE HEAVY, BEWARE OF POP QUIZZES, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, ACCESSIBLE OUTSIDE CLASS, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS."
"BARBIERI-LOW, ANTHONY",3.6,3.1,48,47%,https://www.ratemyprofessors.com/professor/1102840,History,"GET READY TO READ, LECTURE HEAVY, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, SKIP CLASS? YOU WON'T PASS., CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, INSPIRATIONAL, PARTICIPATION MATTERS, LOTS OF HOMEWORK, TEST HEAVY, GET READY TO READ, LOTS OF HOMEWORK, LECTURE HEAVY, GET READY TO READ, LOTS OF HOMEWORK, GET READY TO READ, AMAZING LECTURES"
"SARKAR, BHASKAR",3.3,3.6,53,27%,https://www.ratemyprofessors.com/professor/334425,Film,"LECTURE HEAVY, GET READY TO READ, GRADED BY FEW THINGS, TOUGH GRADER, AMAZING LECTURES, GET READY TO READ, TEST HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, BEWARE OF POP QUIZZES, LECTURE HEAVY, TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, BEWARE OF POP QUIZZES, TEST HEAVY"
"JOSHI, PRADEEP",2.1,4.2,30,26%,https://www.ratemyprofessors.com/professor/1985818,Biology,"TEST HEAVY, GET READY TO READ, TOUGH GRADER, CARING, LECTURE HEAVY, CLEAR GRADING CRITERIA, LECTURE HEAVY, TEST HEAVY, GET READY TO READ, TEST HEAVY, CLEAR GRADING CRITERIA, HILARIOUS, CARING, TOUGH GRADER, GET READY TO READ, TEST HEAVY"
"WESTMACOTT, BRIANA",3.8,2.8,32,68%,https://www.ratemyprofessors.com/professor/2043019,Linguistics,"GIVES GOOD FEEDBACK, RESPECTED, PARTICIPATION MATTERS, CARING, TOUGH GRADER, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, INSPIRATIONAL, CARING, RESPECTED, AMAZING LECTURES, CARING, GROUP PROJECTS, AMAZING LECTURES, CARING"
"FENG, YU",2.7,4.0,42,45%,https://www.ratemyprofessors.com/professor/2571111,Computer Science,"TOUGH GRADER, LOTS OF HOMEWORK, CLEAR GRADING CRITERIA, CARING, GRADED BY FEW THINGS, AMAZING LECTURES, RESPECTED, CLEAR GRADING CRITERIA, EXTRA CREDIT, HILARIOUS, GRADED BY FEW THINGS, TOUGH GRADER, LOTS OF HOMEWORK, GRADED BY FEW THINGS"
"THROWER, DOUG",3.6,3.6,103,54%,https://www.ratemyprofessors.com/professor/155724,Science,"LECTURE HEAVY, TEST HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., RESPECTED, LECTURE HEAVY, TEST HEAVY, TEST HEAVY, TOUGH GRADER, CLEAR GRADING CRITERIA, LECTURE HEAVY"
"VANDERWARKER, AMBER",4.5,2.7,21,92%,https://www.ratemyprofessors.com/professor/1550473,Anthropology,"CARING, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, GET READY TO READ, TEST HEAVY, CARING, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS"
"SHERMAN, DAVID",3.6,3.1,73,61%,https://www.ratemyprofessors.com/professor/426980,Psychology,"GET READY TO READ, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., EXTRA CREDIT, TEST HEAVY, AMAZING LECTURES, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY, INSPIRATIONAL, EXTRA CREDIT, TOUGH GRADER"
"MOORE, JOHN",4.4,2.7,56,87%,https://www.ratemyprofessors.com/professor/2543409,Science,"CLEAR GRADING CRITERIA, AMAZING LECTURES, CARING, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, AMAZING LECTURES, TEST HEAVY, AMAZING LECTURES, GIVES GOOD FEEDBACK, CARING, LOTS OF HOMEWORK, RESPECTED, LECTURE HEAVY, TOUGH GRADER, CLEAR GRADING CRITERIA, CARING, TEST HEAVY"
"WARD, JANE ",4.3,1.5,6,83%,https://www.ratemyprofessors.com/professor/2889595,Women's Studies,"AMAZING LECTURES, GET READY TO READ, CARING, EXTRA CREDIT, CLEAR GRADING CRITERIA, AMAZING LECTURES, ONLINE SAVVY, GET READY TO READ, CLEAR GRADING CRITERIA, CARING, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, INSPIRATIONAL, HILARIOUS"
"PILEGARD, CELESTE",4.5,2.8,4,50%,https://www.ratemyprofessors.com/professor/1912717,Psychology,"TOUGH GRADER, HILARIOUS, HILARIOUS, TOUGH GRADER"
"GONZALEZ, LALO",2.8,3.6,60,51%,https://www.ratemyprofessors.com/professor/2095984,Biology,"LECTURE HEAVY, CARING, TEST HEAVY, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, CARING, TEST HEAVY, RESPECTED, TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, TEST HEAVY, TOUGH GRADER, LECTURE HEAVY, TEST HEAVY"
"REICH, NORBERT",2.1,4.2,34,16%,https://www.ratemyprofessors.com/professor/711602,Chemistry,"TOUGH GRADER, GET READY TO READ, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, TOUGH GRADER, LECTURE HEAVY, TOUGH GRADER, BEWARE OF POP QUIZZES"
"D'ANCA, CHRISTENE",4.7,2.6,21,90%,https://www.ratemyprofessors.com/professor/2248605,Literature,"CARING, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, GET READY TO READ, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, LOTS OF HOMEWORK, CARING, ONLINE SAVVY, PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA"
"JI, CHEN",3.3,2.9,7,20%,https://www.ratemyprofessors.com/professor/1992617,Geology,"LOTS OF HOMEWORK, GRADED BY FEW THINGS, CARING, CLEAR GRADING CRITERIA, RESPECTED, CLEAR GRADING CRITERIA, CARING, GRADED BY FEW THINGS, CARING, LOTS OF HOMEWORK, TEST HEAVY, GRADED BY FEW THINGS, LOTS OF HOMEWORK, RESPECTED, GRADED BY FEW THINGS"
"HWANG, SUSAN ",5.0,3.0,7,100%,https://www.ratemyprofessors.com/professor/2912629,East Asian Languages & Cultures,"AMAZING LECTURES, GET READY TO READ, CARING, GROUP PROJECTS, GIVES GOOD FEEDBACK, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, RESPECTED, GET READY TO READ, AMAZING LECTURES, CARING, GET READY TO READ, GROUP PROJECTS, AMAZING LECTURES"
"BASU, PRATUSHYA",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/3084697,Environmental Science & Mgmt.,"GIVES GOOD FEEDBACK, CARING, ACCESSIBLE OUTSIDE CLASS, GIVES GOOD FEEDBACK, CARING, ACCESSIBLE OUTSIDE CLASS"
"LYONS, CANDACE",5.0,2.0,3,100%,https://www.ratemyprofessors.com/professor/3079987,African-American Studies,"AMAZING LECTURES, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, HILARIOUS, GRADED BY FEW THINGS, AMAZING LECTURES, HILARIOUS, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS"
"MAYES, KEITH",4.5,2.0,2,100%,https://www.ratemyprofessors.com/professor/3107422,Black Studies,"AMAZING LECTURES, GRADED BY FEW THINGS, AMAZING LECTURES, GRADED BY FEW THINGS, AMAZING LECTURES"
"AMIN-HONG, HEIDI",4.5,2.5,2,100%,https://www.ratemyprofessors.com/professor/2807071,English,"GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, LECTURE HEAVY, GET READY TO READ, LECTURE HEAVY, GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK"
"PATTERSON, DAVID",2.8,3.7,17,47%,https://www.ratemyprofessors.com/professor/2346686,Physics,"TOUGH GRADER, GET READY TO READ, LOTS OF HOMEWORK, CARING, PARTICIPATION MATTERS, TOUGH GRADER, AMAZING LECTURES, RESPECTED, GET READY TO READ, PARTICIPATION MATTERS, LECTURE HEAVY, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, TOUGH GRADER, LOTS OF HOMEWORK, AMAZING LECTURES, CARING"
"RAPPAPORT, ERIKA",3.9,2.6,60,71%,https://www.ratemyprofessors.com/professor/97346,History,"GET READY TO READ, EXTRA CREDIT, CARING, AMAZING LECTURES, SO MANY PAPERS, EXTRA CREDIT, AMAZING LECTURES, INSPIRATIONAL, GET READY TO READ, EXTRA CREDIT, GET READY TO READ, CARING, TOUGH GRADER, GET READY TO READ, LOTS OF HOMEWORK, EXTRA CREDIT, SO MANY PAPERS, TEST HEAVY"
"HOLLERER, TOBIAS",4.6,2.1,12,100%,https://www.ratemyprofessors.com/professor/755124,Computer Science,"GROUP PROJECTS, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, PARTICIPATION MATTERS, GROUP PROJECTS, CLEAR GRADING CRITERIA, GROUP PROJECTS, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, GROUP PROJECTS"
